number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
0,0.25300395488739014,2023-09-04 11:48:00.572406,2023-09-04 11:48:05.640305,0 days 00:00:05.067899,Tanh,Tanh,,,67,11,8.0,,,0.00016852355368682446,2,426,0.716104514149537,2.6139537981819322e-05,126.24206043297136,COMPLETE
1,0.3048935532569885,2023-09-04 11:48:05.640612,2023-09-04 11:48:05.866849,0 days 00:00:00.226237,Sigmoid,ReLU,Sigmoid,Sigmoid,47,8,7.0,5.0,14.0,0.040250494070555635,4,283,0.12226295819223991,5.3294690061396e-05,121.15189695358276,COMPLETE
2,0.2441917210817337,2023-09-04 11:48:05.867140,2023-09-04 11:48:06.656395,0 days 00:00:00.789255,ReLU,Leaky,,,76,21,3.0,,,0.0008705164699294477,2,226,0.19997767682242185,0.00817487233978031,148.72159853234754,COMPLETE
3,0.6414725184440613,2023-09-04 11:48:06.656664,2023-09-04 11:48:08.067524,0 days 00:00:01.410860,Sigmoid,Tanh,Tanh,Sigmoid,83,4,6.0,24.0,16.0,0.00011660964741518454,4,271,0.214120546173532,0.001314533838486484,110.92319710932095,COMPLETE
4,0.5484092831611633,2023-09-04 11:48:08.067991,2023-09-04 11:48:09.173207,0 days 00:00:01.105216,Leaky,Sigmoid,,,51,22,1.0,,,0.0023668416468577225,2,176,0.10023496727416488,0.00040515397956211334,209.20275965603915,COMPLETE
5,0.5871700644493103,2023-09-04 11:48:09.173664,2023-09-04 11:48:09.834122,0 days 00:00:00.660458,Sigmoid,,,,62,23,,,,0.0014686079479747187,1,417,0.19066035407026632,0.014946542131725199,122.62980728149414,COMPLETE
6,0.3071539103984833,2023-09-04 11:48:09.834524,2023-09-04 11:48:17.124989,0 days 00:00:07.290465,ReLU,Tanh,,,84,2,21.0,,,0.0006150371879506768,2,357,0.5160459880674279,0.005194750257402673,136.11257032720314,COMPLETE
7,0.6597988605499268,2023-09-04 11:48:17.125452,2023-09-04 11:48:20.024068,0 days 00:00:02.898616,Leaky,,,,25,2,,,,0.0008605754041989467,1,270,0.4102535975547048,0.08107898474392508,126.79633457058078,COMPLETE
8,0.5785480737686157,2023-09-04 11:48:20.024488,2023-09-04 11:48:30.147260,0 days 00:00:10.122772,Sigmoid,Sigmoid,Tanh,,29,23,18.0,10.0,,6.584311505808438e-05,3,474,0.1846665729290245,0.0070863679912623444,148.7967193861048,COMPLETE
9,0.4168526530265808,2023-09-04 11:48:30.147709,2023-09-04 11:48:32.403798,0 days 00:00:02.256089,Tanh,,,,20,24,,,,0.008245790643062108,1,357,0.6072679949249162,0.03796384590314247,117.23945331573486,COMPLETE
