number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
0,0.9411566853523254,2023-09-04 22:06:26.608744,2023-09-04 22:06:32.397391,0 days 00:00:05.788647,Sigmoid,Sigmoid,,,75,20,14.0,,,5.8493380728899156e-05,2,255,0.6406195027652853,0.01723956636877758,132.26732372209136,COMPLETE
1,0.9604442119598389,2023-09-04 22:06:32.397876,2023-09-04 22:06:38.490969,0 days 00:00:06.093093,ReLU,Leaky,Sigmoid,,23,17,10.0,7.0,,3.984719564954571e-05,3,291,0.19589480950422833,0.0010806297750627378,3793.571067574098,COMPLETE
2,1.009447693824768,2023-09-04 22:06:38.491461,2023-09-04 22:06:39.432877,0 days 00:00:00.941416,Sigmoid,ReLU,ReLU,Leaky,20,8,24.0,2.0,17.0,0.09995154559709053,4,257,0.5033821956741321,0.04957127076913829,119.11731896033653,COMPLETE
3,0.45859748125076294,2023-09-04 22:06:39.433374,2023-09-04 22:06:39.686920,0 days 00:00:00.253546,Leaky,ReLU,,,31,7,23.0,,,0.02320087443172988,2,204,0.2302899857622107,2.3216990380995e-05,10201.124098557691,COMPLETE
4,0.7220140695571899,2023-09-04 22:06:39.687225,2023-09-04 22:06:39.733093,0 days 00:00:00.045868,Tanh,Sigmoid,,,69,22,15.0,,,0.04006312852976314,2,293,0.10776963720193478,0.014265954662087552,248.22663614024287,COMPLETE
5,0.5729205012321472,2023-09-04 22:06:39.733363,2023-09-04 22:06:40.235126,0 days 00:00:00.501763,Leaky,,,,95,15,,,,0.0014517122170827354,1,268,0.2769940698941633,0.0012677466446282637,256.7024178169869,COMPLETE
6,0.5835257172584534,2023-09-04 22:06:40.235403,2023-09-04 22:06:40.586644,0 days 00:00:00.351241,ReLU,ReLU,Sigmoid,,50,8,7.0,19.0,,0.0008760056559831875,3,57,0.3210794801384961,0.0011818751725702684,243.65353018777412,COMPLETE
7,0.6415314674377441,2023-09-04 22:06:40.586942,2023-09-04 22:06:41.374725,0 days 00:00:00.787783,ReLU,Tanh,ReLU,Tanh,91,18,16.0,6.0,15.0,0.00016392528530753667,4,309,0.14528208757655783,0.00015569930238085704,191.50085214658077,COMPLETE
8,0.6194791793823242,2023-09-04 22:06:41.375004,2023-09-04 22:06:41.546036,0 days 00:00:00.171032,Sigmoid,,,,100,7,,,,0.04248551230959756,1,188,0.2387643439770908,0.005263420759235098,233.01725121066994,COMPLETE
9,0.5336892604827881,2023-09-04 22:06:41.546285,2023-09-04 22:06:42.969265,0 days 00:00:01.422980,ReLU,Leaky,Leaky,Tanh,85,2,2.0,7.0,12.0,0.0020968249416618377,4,386,0.3777407057245774,0.00025111721271024425,156.21628031827964,COMPLETE
10,0.5964570045471191,2023-09-04 22:06:42.969528,2023-09-04 22:06:44.105202,0 days 00:00:01.135674,Leaky,ReLU,,,42,1,23.0,,,0.01035639281797658,2,479,0.7610940000026821,1.5214584419442228e-05,221.6076140630813,COMPLETE
11,0.7649071216583252,2023-09-04 22:06:44.105460,2023-09-04 22:06:44.891200,0 days 00:00:00.785740,Leaky,Leaky,Leaky,,30,1,2.0,15.0,,0.006267192838338828,3,427,0.3731114297877666,6.56325691085293e-05,167.26631700670396,COMPLETE
12,0.547394871711731,2023-09-04 22:06:44.891488,2023-09-04 22:06:45.916128,0 days 00:00:01.024640,Tanh,Leaky,Leaky,Sigmoid,66,5,2.0,11.0,2.0,0.0061201084421192925,4,391,0.38751959016559384,1.1280422960843279e-05,145.80571893350967,COMPLETE
